band_pid,issue_pid,issue_number,year,manifest_url,author,title,pages,issn,error
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::333/manifest,"Gehmann, Peter; Schramm, Engel",Neubaustrecken : harte Technik umweltfreundlich,13-16,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::336/manifest,"Büllingen, Franz",Schmiermittel oder Mittel zur Emanzipation,16-18,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::338/manifest,"Conrad, Jobst",Technik und die Folgen,19-21,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::339/manifest,"Gerecht, Rita; Scheich, Elvira",Hartes Leben ; Sanfte Technik,22-24,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::340/manifest,"Hildebrandt, Eckart",Nützliche Produkte,25-30,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::341/manifest,"Pluschke, Peter",Technologie und Entwicklung,31-33,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::342/manifest,"Beuschel, Werner; Deitelhoff, Norbert; Diekmann, Jörn",Vom Kramladen zum Fachgeschäft : Erfahrungen und Perspektiven des Berliner Wissenschaftsladens,34-38,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::343/manifest,"Schappacher, Norbert",Gelber Regen : zur Geschichte einer Kampagne,39-42,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::344/manifest,"Illmann, Bernd",Nordsee ; Mordsee,43-45,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::345/manifest,"Tomczak, Matthias",Was soll aus der Nordsee werden?,46-49,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::346/manifest,[s.n.],Internationaler Kongress : sympathy for the devil : alternativer und traditioneller Einsatz von Computertechnik,50-51,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::347/manifest,"Karnath, Joachim; Mehrtens, Herbert; Gleich, Arnim v.",Wer hat die Alternativen?,52-54,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::348/manifest,,Projekte ; Berichte ; Tagungen,55-61,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::349/manifest,,Rezensionen,62-65,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::350/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::351/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::323,22,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::352/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::354/manifest,,Titelseiten,,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::355/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::357/manifest,,Lieber Leser,3-3,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::358/manifest,,Diskussion,4-5,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::360/manifest,[s.n.],Mindestens unhaltbar - Nahrung,6-6,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::361/manifest,"Weiberg, Peter",Die Milch macht's?,7-11,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::362/manifest,"Buntzel, Rudi",Weisse Revolution in Indien,12-12,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::363/manifest,"Schulz, Wolfgang",Das älteste Nahrungsmittel der Zukunft : Margarine,13-15,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::364/manifest,"Ostermann, Ralph",Mit Kanonen auf Spatzen : Strahlenkonservierung von Lebensmitteln,16-20,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::365/manifest,"Bradish, Paula; Kühne, Elisabeth; Sövegjarto, Lothar",Unser täglich Bio-Brot : das Sein bestimmt das Essen,21-25,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::366/manifest,"Bradish, Paula",Food design : Lebensmittel aus dem Baukasten,26-30,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::368/manifest,"Orlowski, Gisela",...und sie ist doch besser! : Über die Qualität von Naturkost,30-33,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::370/manifest,"Hickel, Erika","Tod der Natur : Frauen, Ökologie und wissenschaftliche Revolution",34-37,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::371/manifest,"Hatch, Booby","AIDS : Unfall, Zufall oder unzufällig?",38-41,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::372/manifest,"Harms, Imma",Programmierschule im Kinderzimmer,42-47,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::373/manifest,"Sund, Christian",Kolonisierung der Biologie? : Neues zur Entstehung der Molekularbiologie,48-51,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::374/manifest,"Wohak, Bertram",Harte Software,52-54,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::375/manifest,,Genspalte,55-55,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::376/manifest,,Projekte ; Berichte ; Tagungen,56-59,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::377/manifest,,Rezensionen,60-65,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::378/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::379/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1984:6,wsw-001:1984:6::353,23,1984,https://www.e-periodica.ch/iiif/wsw-001:1984:6::380/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::259/manifest,,Titelseiten,,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::260/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::262/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::264/manifest,,Diskussion,4-8,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::265/manifest,,Werbung,9-9,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::266/manifest,"Rubelt, Jürgen; Neef, Wolfgang",Kollege Ingenieur : Illusion oder realistische Utopie,10-11,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::267/manifest,"Riffler, Alexander",Ingenieurarbeitskreis Nürnberg : die IG Metall auf neuen Wegen?,12-15,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::268/manifest,"Cobabus, Norbert",Technologiekritik und betrieblicher Alltag,16-19,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::269/manifest,"Wulff, Manfred; Lechner, Karl-Helmut; Stockhusen, Ralf",Die Technik beherrschen : nicht nur die sozialen Auswirkungen,20-23,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::270/manifest,"Klotz, Ulrich",Gewerkschaftliche Technologieberatung : Erfahrung in einem Modellversuch,24-28,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::271/manifest,"Riffler, Alexander","Von einem, der das Fürchten nicht lernte",29-30,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::272/manifest,"Partsch, Jörg","Wer soll das verwirklichen? : Über die Schwierigkeiten, alternative Produktion in den Betrieben umzusetzen",31-32,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::273/manifest,"Plich, Franz; Kopytziok, Norbert",Alu sammeln ein Ausweg?,33-36,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::274/manifest,"Plich, Franz",Recycling von Getränkedosen,37-37,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::275/manifest,"Esslinger, Heinz",Die Tücken des Altpapiers,38-39,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::276/manifest,"Kümmerle, Ruth","Bildschirmreflexionen : Beobachtungen bei einem Volkshochschulkurs ""EDV für Frauen""",40-43,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::277/manifest,"Scheich, Elvira",Die sexistische Ordnung der Naturwissenschaften : zum männlichen Monolog über die Natur und die Frau,44-49,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::278/manifest,[s.n.],Karl-Hofer-Symposion 1984 : Kunst - neue Technologien,50-51,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::279/manifest,"Illmann, Bernd",Nordseekonferenzen,52-53,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::280/manifest,,Genspalte,54-54,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::281/manifest,,Projekte ; Berichte ; Tagungen,55-59,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::282/manifest,,Rezensionen,60-65,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::283/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::284/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::258,24,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::285/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::287/manifest,,Titelseiten,,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::288/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::290/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::292/manifest,,Diskussion,4-5,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::293/manifest,[s.n.],Im Osten nichts Neues? : Naturwissenschaft und Technik in der DDR,6-6,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::294/manifest,"Rytlewski, Ralf",Die Gelehrtenrepublik : Strukturen und Probleme sozialistischer Forschungsorganisation,7-9,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::295/manifest,"Brämer, Rainer",Die neue Elite : Naturwissenschaft zwischen Apparat und Autonomie,10-14,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::296/manifest,"Förtsch, Eckart",Der Preis für den Fortschritt : Wissenschaftskritik in der DDR,15-19,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::297/manifest,"Inhetveen, Rüdiger",Röhren und Roboter,20-20,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::298/manifest,"Nordhoff, Hans-Bernhard",Biogas und Sozialismus,22-25,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::299/manifest,"Nolte, Georg; Brämer, Rainer",Flucht aus der Arbeiterklasse : Wissenschaftlich-technische Berufsperspektiven in der DDR,26-27,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::300/manifest,"Nordhoff, Hans-Bernhard",Freunde der Erde? : Umweltschutz in der DDR,28-30,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::301/manifest,"Dinnebier, Tona",Gesellschaft und Natur : ein vernetztes System?,31-34,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::302/manifest,"Bollweg, Heinz",Ökologische Produkte : Politische Strategie,35-39,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::303/manifest,"Thäsler, S.",Metamorphose,40-42,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::304/manifest,"Garlich, Harry",Wider den transsylvanischen Imperialismus,44-46,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::305/manifest,"Catenhusen, Wolf-Michael; Hickel, Erika; Jansen, Sarah",Gene im Griff? : Eine Zwischenbilanz zur Gentechnik-Kommission,47-51,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::306/manifest,,Genspalte,52-52,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::307/manifest,,Projekte ; Berichte ; Tagungen,53-58,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::310/manifest,,Rezensionen,59-65,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::309/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::311/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::286,25,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::312/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::314/manifest,,Titelseiten,,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::315/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::317/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::319/manifest,,Diskussion,4-7,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::320/manifest,"Hofmann, Claudio; Eilert, Doris",Neue Weltbilder,8-9,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::321/manifest,"Thürmer-Rohr, Christina",Wendezeit ; Wendedenken ; Wegdenken,10-11,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::322/manifest,"Rübsamen, Rosemarie",Misstraue der Idylle!,12-15,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::323/manifest,"Loidl, Alois",Die Unordnung der Dinge,16-18,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::324/manifest,"Schramm, Engel; Weingarten, Michael","Ein ""neues Weltbild"" in der Geschichte",20-23,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::325/manifest,"Lenz, Sonja",Den Seinen gibt's der Herr im Schlaf? : Intuition und Wissenschaft,24-25,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::326/manifest,"Kluge, Thomas",Im Delphinarium : eine Weltbild-Show,26-28,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::327/manifest,"Schramm, Engel; Piberhofer, Bruno",Der Wendehammer,29-31,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::328/manifest,"Möller, Frank; Osnowski, Rainer",RWE : Geschäft mit Energie,32-37,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::329/manifest,"Ruhmann, Ingo","""Ihre Papiere, bitte!"" : Der automatenlesbare Personalausweis",38-41,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::330/manifest,"Roth, Siegfried; Franz, Klaus",Schöne neue GM-Welt : Strategien für ein globales EDV-System bei General Motors,42-45,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::331/manifest,"Bock, Gisela","""Heilung"" des Volkskörpers : Sterilisationspolitik in Nationalsozialismus",46-50,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::332/manifest,"Geissler, Birgit",Modellierung der Sinne,51-55,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::333/manifest,,Genspalte,56-56,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::334/manifest,,Projekte ; Berichte ; Tagungen,57-62,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::335/manifest,,Rezensionen,63-66,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::336/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::313,26,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::337/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::339/manifest,,Titelseiten,,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::340/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::342/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::344/manifest,,Leserbriefe,4-6,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::346/manifest,,Leserumfrage,6-8,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::348/manifest,[s.n.],Künstliche Intelligenz,9-11,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::349/manifest,[s.n.],Spiel ohne Grenzen - für jedermann,12-15,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::350/manifest,[s.n.],Achtung Zug fährt ab! : KI-Förderung in der BRD,16-17,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::351/manifest,[s.n.],Der unmenschliche Krieg,18-21,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::352/manifest,[s.n.],Experten unter sich,22-25,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::353/manifest,[s.n.],Ein künstlicher Dialog,26-29,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::354/manifest,"Hohlfeld, Rainer; Kollek, Regine",Versuche am Menschen? : Zur Debatte um künstliche Befruchtung,30-34,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::355/manifest,"Hatch, Booby","AIDS : eine ""Altlast"" der Forschung?",35-39,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::356/manifest,"Stamm, Sybille; Riffler, Alexander","""Das sind unsere Dissidenten!"" : Ingenieure in der IG Metall",40-42,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::358/manifest,"Scholz, Andreas","Das IG Metall Aktionsprogramm ""Arbeit und Technik""",42-42,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::360/manifest,"Büllingen, Franz",Neue Wege der Technologiepolitik : Risikokapital,44-46,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::362/manifest,"Schlag, Rainer",Technologieparks,46-48,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::364/manifest,[s.n.],Waldsterben in der CSSR,49-50,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::365/manifest,"Gleich, Arnim von; Meinel, Helmfried",Technik ins Gerede bringen,52-54,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::366/manifest,,Genspalte,55-55,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::367/manifest,,Berichte ; Projekte,56-60,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::368/manifest,,Rezensionen,61-65,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::369/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::370/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1985:7,wsw-001:1985:7::338,27,1985,https://www.e-periodica.ch/iiif/wsw-001:1985:7::371/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::260/manifest,,Titelseiten,,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::261/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::263/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::265/manifest,,Leserbriefe,4-5,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::266/manifest,[s.n.],Äusserer Zwang - innere Einstellung : Industriearbeit im Wandel,6-6,0172-1623,
wsw-001:1986:8,wsw-001:1986:8::259,28,1986,https://www.e-periodica.ch/iiif/wsw-001:1986:8::267/manifest,"Kugler, Anita",Vom blauen Montag zum freien Samstag : zur Kulturgeschichte eines arbeitsfreien Wochentages,7-9,0172-1623,
