band_pid,issue_pid,issue_number,year,manifest_url,author,title,pages,issn,error
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::622/manifest,"Kiper, Manuel",Wie sicher ist die Gentechnologie?,14-17,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::624/manifest,"Hatch, Booby",Krawalis - Krawalone - Krawalis a.D.,18-20,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::625/manifest,[s.n.],Finger weg! : Eine Umfrage in der Reutlinger Fussgängerzone,21-21,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::626/manifest,"Bradish, Paula; Bürmann, Traude; Lock, Birte",Frauen und Reproduktionstechnologie,22-24,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::627/manifest,"Stegemann, Rüdiger",Saat und Chemie : 2 + 2 = 5,25-27,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::628/manifest,"Hülsheger, Heinz","Organismen, Mechanismen und das vergessene Subjekt",28-32,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::629/manifest,"Nienhaus, Ursula","Von Schreibmaschinen und ""Tippmädels""",33-37,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::630/manifest,"Zopfi, Emil",ALP - 2050,38-40,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::631/manifest,"Cooley, Mike",Von Resignation keine Spur : Gespräch,41-44,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::633/manifest,[s.n.],Funkausstellung '81,44-45,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::636/manifest,"Stange, Rainer",Die Bildschirm-Internationale,45-47,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::639/manifest,"Stange, Rainer",Die Überlebenden werden die Toten beneiden,47-48,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::641/manifest,"Klüting, Rainer","Reiche Onkel, arme Neffen : UNO-Weltenergiekonferenz '81 in Nairobi",49-50,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::642/manifest,"Stange, Rainer",Gebremster Staub : wo bleibt Ersatz für Asbest?,51-52,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::643/manifest,"Brämer, Rainer","Fusion : Wissenschaft, Technik, Wirtschaft, Politik",53-54,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::644/manifest,,Projekte ; Berichte ; Tagungen,55-57,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::645/manifest,,Meinung - Gegenmeinung,58-59,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::646/manifest,,Rezensionen,60-65,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::647/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::648/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1981:3,wsw-001:1981:3::613,11,1981,https://www.e-periodica.ch/iiif/wsw-001:1981:3::649/manifest,,Inhaltsverzeichnis,68-68,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::277/manifest,,Titelseiten,,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::278/manifest,[s.n.],Datenschutz in Frankreich : Nationalversammlung lehnt maschinenlesbare Personalkarte ab!,2-2,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::279/manifest,,Editorial,3-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::280/manifest,,Diskussion,4-4,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::281/manifest,,Nachrichten,5-5,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::282/manifest,[s.n.],Widersprüche zwischen Gesellschaft und Natur : werden mit der Methode der Entwicklung der Produktivkräfte gelöst,6-6,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::283/manifest,"Goedecke, Manfred K.; Dewitz, Ulrich von",Über den Umgang mit der Natur,7-10,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::284/manifest,"Albrecht, Dieter",Der grosse Kanal : Ökologie und Herrschaft im alten China,11-14,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::285/manifest,"Clauser, Thomas",Der Landwirtschaft den Puls gefühlt,15-19,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::286/manifest,"Göbbel, Heide-Marie",Atomkraft in der VR China,20-24,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::287/manifest,"Steinberg, Florian",Weltbank-Kredite für die Modernisierung Chinas : eine Kooperation zum gegenseitigen Nutzen?,25-27,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::288/manifest,[s.n.],Die Universität in China : von der Kulturrevolution bis heute,28-30,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::289/manifest,"Heinzelmann, Peter Jörg; Ullerich, Dirk",Yihezuang : Beispiel für deutsch-chinesische Zusammenarbeit,31-31,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::290/manifest,"Ullrich, Detlef",Die Ideen findet man im Buch des Lebens : Volkstechnologie in Venezuela am Beispiel des Erfinders Luis Zambrano,32-37,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::291/manifest,"Borries, Volker von",Reparieren im Alltag oder das Ideal des Kaputten,38-41,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::292/manifest,"Pfeffer, Hartmut",Der Erschiesser,42-42,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::293/manifest,"Martin, Brian",Selbstverwaltete Wissenschaft,43-47,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::294/manifest,"Darimont, Thomas",Das Umweltchemikaliengesetz : Risikoverminderung oder Tonnenideologie,48-50,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::296/manifest,"Vitale, Bruno",Der letzte Streich : die Neutronenbombe,50-53,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::298/manifest,,Meinung - Gegenmeinung,54-55,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::299/manifest,,Projekte ; Berichte ; Tagungen,56-60,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::300/manifest,,Rezensionen,61-65,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::301/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::302/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::267,12,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::303/manifest,,Inhaltsverzeichnis,68-68,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::305/manifest,,Titelseiten,,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::306/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::308/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::310/manifest,,Diskussion,4-5,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::311/manifest,"Franke, Herbert W.",Verkehrsstau,6-9,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::312/manifest,[s.n.],Interview mit dem Science Fiction-Club Berlin,10-14,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::313/manifest,"Piotrowski, Sigmund",Science Fiction : Produkt der imperialistischen Massenkultur,15-18,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::314/manifest,"Ostermann, Ralph","Diener des Schicksals, Herren des Fortschritts? : Techniker, Ingenieure und Naturwissenschaftler bei Hans Dominik",20-23,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::315/manifest,"Pahrindt, Franz",Entropie und Enterprise,24-29,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::316/manifest,"Brunner, John; Hippe, W.; Probst, G.","Schluss, Ende : Interview",30-31,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::317/manifest,"Hieber, Lutz",Das Naturschöne als politischer Begriff,32-37,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::318/manifest,"Luddito, Franco; Wobbly, Tim",Sabotage,38-40,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::319/manifest,"Hallerbach, Jörg",Das pneumatische Klo,41-43,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::320/manifest,"Ostermann, Ralph",Leben als Sabotage : zur Kritik der technologischen Gewalt,44-46,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::322/manifest,"Hartmann, Detlef",Diskussion mit Detlef Hartmann,46-48,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::324/manifest,"Landwehr, Michael",Qualifizierte Beendigung : der Rhein Main Donau Kanal,49-50,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::325/manifest,"Bahro, Rudolf; Raestrup, Rainer","""Wenn es eine Chance gibt, dann hier"" : Interview",51-51,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::326/manifest,[s.n.],Die DDR und ihre Umwelt,52-54,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::327/manifest,,Neue Schwerpunkte,55-56,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::328/manifest,,Projekte ; Berichte ; Tagungen,57-59,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::331/manifest,,Rezensionen,60-64,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::330/manifest,,Aktuell,65-65,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::332/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::333/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::304,13,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::334/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::336/manifest,,Titelseiten,,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::337/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::339/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::341/manifest,,Diskussion,4-5,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::342/manifest,[s.n.],Online '82,6-9,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::343/manifest,[s.n.],Es geht voran : Entwicklung der Telekommunikation,10-13,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::344/manifest,[s.n.],Leben ohne Telefon,14-15,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::346/manifest,K.N.; J.S.; K.B.,"Noch ist ""1984"" sehr weit weg",15-16,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::348/manifest,[s.n.],Rationalisierung gesellschaftlicher Kommunikation mit Neuen Medien,17-20,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::351/manifest,[s.n.],Computer sprechen : Menschen reagieren,20-23,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::353/manifest,[s.n.],Wer verstopft den offenen Kanal? : Gegen die Macher neuer Technikmythen,23-26,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::356/manifest,"Böckelmann, F.; Nahr, G.",Eiszeit statt Freizeit,26-28,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::358/manifest,[s.n.],Aufstehen gegen Kabelfernsehen,29-30,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::359/manifest,[s.n.],Video : ich sehe,31-33,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::360/manifest,[s.n.],Der immer wieder drohende Untergang der mathematisch-naturwissenschaftlichen Bildung,34-35,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::361/manifest,"Schluchter, Wolfgang; Siegel, Tilla",Angepasste Technologie : alternative Entwicklungspolitik?,36-40,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::362/manifest,[s.n.],Die Kriegsforscherquote,41-43,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::363/manifest,"Böhme, Gernot",Der Forscher,44-48,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::364/manifest,"Brämer, Rainer",AGÖF am Scheideweg : alternative Wissenschaft zwischen Staat und Basis,49-50,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::365/manifest,[s.n.],Ist die Wissenschaft noch zu retten? : Wissenschaftsläden in der Bundesrepublik,51-54,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::366/manifest,[.n.],Mal schnell 'ne Kurve für den Chef : der Arbeitstag einer Ingenieurin im Forschungslabor,55-55,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::367/manifest,,Projekte ; Berichte ; Tagungen,56-60,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::368/manifest,,Rezensionen,61-64,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::369/manifest,,Nachrichten,65-66,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::370/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::335,14,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::371/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::373/manifest,,Titelseiten,,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::374/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::376/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::378/manifest,,Diskussion,4-5,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::379/manifest,"Mehrtens, Herbert",Vom Geist des Widerspruchs,6-10,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::380/manifest,[s.n.],Mathematische Modelle,11-13,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::382/manifest,"Behrtens, Reinbert",Zur Kritik mathematischer Modelle,13-14,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::386/manifest,"Voogd, Gerd",Mathematisierung des Rechts,14-16,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::388/manifest,"Krause, Ulrich","Grau : teurer Freund, ist alle Wirklichkeit",17-19,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::389/manifest,"Dorn, Gernot; Frank, Rolfdieter; Ganter, Bernhard",Suche nach Wegen aus dem Elfenbeinturm,20-23,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::390/manifest,"Schramm, Engel",Fische & Zahlen,24-27,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::391/manifest,"MacKenzie, Donald",Rasse und Klasse : Eugenik und der Aufschwung mathematischer Statistik in Grossbritannien,28-30,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::392/manifest,"Breger, Herbert",Mathematik : Wissenschaft im Wandel der Geschichte,31-34,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::393/manifest,"Duran, Maximilian","""Wir nennen uns lieber Halb-Kolonien"" : Technologie und Politik in Lateinamerika",35-38,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::395/manifest,"Göhring, Wolf",Vom Wesen und Unwesen der Computer,38-41,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::397/manifest,"Briefs, Ulrich",Informationsgesellschaft als Mythos,42-43,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::398/manifest,"Kost, Ulrich",Cadmium,44-46,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::399/manifest,"Paty, Michel",Wissenschaftspolitik in Frankreich,47-50,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::400/manifest,"Dzieran, Wolfgang",Zu nobel für den Frieden,51-57,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::401/manifest,,Projekte ; Berichte ; Tagungen,58-61,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::403/manifest,,Rezensionen,62-65,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::404/manifest,,Nachrichten,66-66,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::405/manifest,,Technoptikum,67-67,0172-1623,
wsw-001:1982:4,wsw-001:1982:4::372,15,1982,https://www.e-periodica.ch/iiif/wsw-001:1982:4::406/manifest,,Endseiten,68-68,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::301/manifest,,Titelseiten,,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::266/manifest,,Inhaltsverzeichnis,2-3,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::268/manifest,,Liebe Leser,3-3,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::270/manifest,,Nachrichten,4-4,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::271/manifest,,Diskussion,5-5,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::272/manifest,[s.n.],EDV : Sabotage & Vandalismus,6-6,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::273/manifest,[s.n.],Warte nicht auf bessre Zeiten!,7-9,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::274/manifest,[s.n.],Fortschritte in der Käfighaltung,10-11,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::275/manifest,[s.n.],Das Mass ist voll! : EDV-Sabotage - Maschinenstürmerei - Vandalismus,12-14,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::276/manifest,T.H.,Zur therapeutischen Wirkung von Sabotage : anonymes Interview mit einem anonymen Psychotherapeuten auf neutralem Boden,15-17,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::277/manifest,[s.n.],"""Der Computer-Kriminelle [...]""",18-18,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::278/manifest,[s.n.],Faszination des Destruktiven?,19-19,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::279/manifest,[s.n.],"Zehn Wege, ein Terminal zugrunde zu richten",20-21,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::280/manifest,[s.n.],Sabotage - das schärfste Videospiel,22-25,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::281/manifest,[s.n.],"""Wir haben nichts gegen ihre Person...""",26-27,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::285/manifest,[s.n.],Nix Computer,28-28,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::282/manifest,[s.n.],Sabotage selbstgemacht,30-30,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::283/manifest,,Neue Schwerpunkte,31-31,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::284/manifest,"Binder, Klaus",Naturalisierung der Politik oder Politisierung des Naturumganges,32-36,0172-1623,
wsw-001:1983:5,wsw-001:1983:5::265,16,1983,https://www.e-periodica.ch/iiif/wsw-001:1983:5::286/manifest,"Karges, Rosemarie; Schlienz, Werner",Schrott zu neuem Leben erwecken : Arbeitererfinder in Nicaragua,37-39,0172-1623,
